job_id,job_title,employer_name,job_city,job_country,date_posted,job_description,job_apply_link
QiBN-9PbRNjBhCdkAAAAAA==,Bijbaan Tankstation Rotterdam,OK Nederland,Rotterdam,NL,2026-05-19T00:00:00.000Z,"Zoek jij een baan waar geen dag hetzelfde is en waar je écht onderdeel bent van een hecht team? Bij dit OK Tankstation werk je op een dynamische locatie in Rotterdam (Schiedam - Gustoweg) met afwisselend winkel- en horecawerk🥐, vaste uren, duidelijke roosters en fijne collega’s die elkaar helpen. Jij maakt onze gasten blij en zorgt dat ze lekker onderweg zijn.
OK groeit razendsnel naar meer dan 400 tankstations door heel Nederland. Door de overname van bp-tankstations worden locaties stap voor stap omgebouwd naar de herkenbare OK-uitstraling.

Wat ga je doen?
Als Verkoopmedewerker heb je een veelzijdige baan waarin geen dienst hetzelfde is.
Je houdt je onder andere bezig met:
• Klanten helpen aan de kassa en in de winkel

• Vakkenvullen, spiegelen en werken volgens FiFo

• Het maken van dé lekkerste koffie en verse broodjes

• Schoonhouden van winkel, toiletten en buitenterrein

• Ontvangen en verwerken van leveringen

• Zorgen voor een veilige, schone en prettige werkomgeving

• Je werkt soms zelfstandig en soms samen met collega’s. Juist die afwisseling maakt deze functie leuk.

Werktijden en contract
• Je bent ongeveer 12 uur per week beschikbaar, met name in het weekend;

• Je komt op oproepbasis bij ons werken, dit houdt in dat je geen vaste uren op contract hebt.

• Diensten zijn gemiddeld 8 uur per dag, en kunnen zowel 's ochtends als 's avonds zijn;

• Rooster is minimaal 3 weken van te voren bekend.

Wat krijg je van ons?
• Marktconform salaris volgens cao

• Kilometervergoeding van € 0,23 per km

• Personeelskorting op eten na je proeftijd

• Personeelskorting op je brandstof na je proeftijd

• Korting op je sportschool abonnement bij een vaste aanstelling

• Aanbrengbonus van €350 aan bol.com-bonnen, als jij een nieuwe collega voor ons vindt.

• Cursussen en trainingen om jouw kennis en vaardigheden verder te ontwikkelen;

Wie zoeken wij?
Je hoeft geen jaren ervaring te hebben. Belangrijker is dat je graag werkt met mensen en energie krijgt van een actieve werkdag.
Wij zoeken iemand die:
• Klantvriendelijk en servicegericht is

• Zelfstandig kan werken maar ook graag samenwerkt

• Verantwoordelijkheid durft te nemen

• Nauwkeurig omgaat met (voedsel)veiligheid

• Flexibel inzetbaar is binnen de afgesproken uren

Relevante werkervaring of interessegebieden
Deze functie is zeer geschikt voor kandidaten met ervaring of interesse in onder andere:
• Verkoopmedewerker

• Winkelmedewerker

• Retail medewerker

• Supermarktmedewerker

• Kassamedewerker

• Horeca medewerker

• Catering medewerker

• Service medewerker

• Tankstation medewerker

• Shopmedewerker

• Parttime werk

• Klantenservice

• Student bijbaan

• Starter of herintreder

Enthousiast?
Wil jij werken op een moderne locatie met vaste uren, duidelijke roosters, gezellige collega’s en volop afwisseling?
Solliciteer dan vandaag nog bij ons OK tankstation in Rotterdam en ontdek waarom werken bij OK leuk is!

Een integriteitscontrole via het waarschuwingsregister van de Stichting Frauderegister Detailhandel is onderdeel van de sollicitatieprocedure. Daarnaast moet je in aanmerking kunnen komen voor een VOG (Verklaring Omtrent het Gedrag)

#LI-DNI #Verkoopmedewerker #Klantcontact #WerkenbijOK #Rotterdam #Tankstation",https://ats.werkenbijok.nl/jobs/7766660-bijbaan-tankstation-rotterdam
vkRnJb89OsG31X00AAAAAA==,Meldkamer bij Stedin Rotterdam,YoungCapital,Rotterdam,NL,2026-05-20T00:00:00.000Z,"Medewerker Storingen bij Stedin in Rotterdam
Klaar voor impact? Word Medewerker Storingen bij Stedin in Rotterdam! Flexibele tijden, training & groei in een topteam.

Wat ga je doen?Zoek jij een baan met impact én een uitstekende financiële beloning? Als Medewerker Storingen in Rotterdam ben jij de onmisbare schakel bij acute storingen. In de meldkamer van Stedin beoordeel je complexe meldingen van gas en elektra. Je schakelt direct met monteurs buiten en zet data om in procesverbeteringen. Dit is een serieuze kantoorfunctie waarin jouw scherpte direct wordt beloond.
Wat worden jouw taken?
• Analyseren en registreren van binnenkomende storingsmeldingen in SAP.
• Schakelen met monteurs in het veld over de situatie ter plaatse.
• Beoordelen van de complexiteit en veiligheidsrisico's van gas- en elektraproblemen.
• Initiëren van procesverbeteringen op de afdeling Instandhouding.
Wie ben jij?
Je beschikt over een sterk analytisch vermogen en switcht moeiteloos tussen ingewikkelde computersystemen. Met jouw achtergrond in de techniek bewaar je altijd de rust. Je begrijpt dat veiligheid voorop staat en je bent communicatief ijzersterk.

Wat wij bieden• Een bruto maandsalaris van 3200 euro tot 4300 euro op basis van fulltime werk;
• Aantrekkelijke toeslagen voor het werken in flexibele roosterdiensten;
• Volledige reiskostenvergoeding of een NS-Business Card voor optimaal reizen;
• Uitstekende pensioenregeling en een persoonlijk budget voor duurzame inzetbaarheid;
• Ruime opleidingsbudgetten om jezelf technisch en organisatorisch te blijven ontwikkelen;
• Een moderne werkplek in hartje Rotterdam met uitstekende faciliteiten.

Wat wij vragen• Je bent 40 uur per week beschikbaar;
• Minimaal een afgeronde mbo-opleiding op niveau 3;
• Affiniteit met techniek en specifiek met het gas- en elektriciteitsnetwerk;
• Ervaring met administratieve systemen zoals SAP.

Extra informatie
Opleidingsniveaus: Middelbare school, MBO, HBO, Universiteit
Plaats: Rotterdam
Werkuren per week: 40
Dienstverbanden: Fulltime (startersfunctie), Fulltime (ervaren), Tijdelijke fulltime baan
Salarisindicatie: Tussen €3.288 en €4.554 Per maand
Verantwoordelijk voor: Als Medewerker Storingen ben je verantwoordelijk voor het beoordelen van storingen en het veilig maken van situaties.
Gepubliceerd op: 20-05-2026",https://www.youngcapital.nl/vacatures/7097203-medewerker-storingen-bij-stedin-in-rotterdam
E96Xe0m7TG-YiPPcAAAAAA==,Kloska | Orderpicker Frigo | Rotterdam | Met auto | Fulltime v.a. 2500 euro,M'PLOY People Experts,,NL,2026-05-21T00:00:00.000Z,"Werk jij graag actief en nauwkeurig in een magazijn?

Als orderpicker frigo werk je in de vriescel van een logistiek bedrijf in Rotterdam. Je verzamelt bestellingen voor zeeschepen. Dit doe je met een handscanner en samen met een hecht team.

Je werkt netjes, houdt overzicht en zorgt dat elke order compleet en op tijd klaarstaat.

Wat je krijgt

Je krijgt een fulltime baan in Rotterdam. De werktijden zijn van maandag tot en met vrijdag van 08:00 tot 17:00 uur, inclusief 60 minuten pauze.

Je salaris is vanaf € 2.500 bruto per maand, afhankelijk van je ervaring.

Daarnaast krijg je

• 25 vakantiedagen per jaar

• 8% vakantiegeld, uitbetaald in mei

• Reiskostenvergoeding van € 0,23 per kilometer, tot maximaal € 275 netto per maand

• Pensioenregeling via FoodService bij ASR

• Tijdelijk contract met uitzicht op een vast dienstverband

• Een informele werksfeer in een internationaal team

• Een afwisselende baan met toekomstperspectief

Wat je gaat doen

Je verzamelt producten in de vriescel bij -22°C. Je werkt met een handscanner en zorgt dat bestellingen kloppen.

Ook help je soms mee in het droge of technische magazijn. Dit kan bijvoorbeeld nodig zijn tijdens vakantieperiodes van collega’s.

Je hebt contact met collega’s van kantoor en met leveranciers. Dat contact is telefonisch of per e-mail.

Je belangrijkste taken zijn:

• Orderpicken van producten in de vriescel

• Werken met een handscanner

• Incidenteel orderpicken in het droge of technische magazijn

• Contact houden met collega’s en leveranciers

• Zorgvuldig en gestructureerd werken binnen het team

Wat we van je vragen

• Je hebt eigen vervoer, omdat de locatie niet bereikbaar is met openbaar vervoer

• Je spreekt en begrijpt basis Engels

• Je vindt werken in een vriescel geen probleem

• Je bent betrouwbaar, collegiaal en werkt nauwkeurig

• Ervaring met een elektrische pallettruck is een pluspunt. Ervaring met een reachtruck is mooi meegenomen

Solliciteren

Klik hier om te solliciteren door het beantwoorden van enkele vragen.

Klik hier om te solliciteren via cv en motivatie.",https://bebee.com/nl/jobs/kloska-orderpicker-frigo-rotterdam-met-auto-fulltime-va-2500-euro-mploy-people-experts-rhoneweg-68-3--techmap_nl_Mploy_kloska-orderpicker-frigo-rotterdam-met-auto-fulltime-va-2500-euro
AZM-em2YTa82zE2jAAAAAA==,Vacature Verpleegkundig specialist,Middin,Rotterdam,NL,2026-05-21T00:00:00.000Z,"Ben jij een verpleegkundig specialist die het verschil wil maken voor mensen met een beperking en niet aangeboren hersenletsel? Wil je jouw expertise inzetten voor mensen met een complexe zorgvraag om hen verder te helpen in het leven? En werk je graag samen in een bevlogen multidisciplinair team? Kom werken bij Middin op locatie Orion midden in het leven van Rotterdam. Als verpleegkundig specialist werk je nauw samen met de arts verstandelijk gehandicapten. Je bent betrokken bij consultaties en medische overleggen, waarbij je indien nodig behandelingen uitvoert. Jouw expertise komt tot uiting in het begeleiden van somatische zorg op cliëntniveau en het uitvoeren van psycho-educatie. Je richt je met name op de problematiek die voortkomt uit de verstandelijke beperking in een omgeving waar de problematiek vaak complex is. Hierin werk je nauw en multidisciplinair samen met gedragsdeskundigen en paramedici. Je vind het leuk om laagdrempelig in contact te onderhouden met familie, wettelijk vertegenwoordigers en begeleiders. Verder ga je: Ondersteunen bij dagelijkse vraagstukken vanuit cliënten, familie en begeleiders Een bijdrage leveren aan kwaliteitsprojecten. Het is een nieuwe functie binnen Middin en krijg ruimte om mee te denken en te bouwen. Samen met de behandeldienst geef jij vorm aan hoe deze rol van verpleegkundig specialist het beste tot zijn recht komt binnen onze organisatie. Je maakt als arts deel uit van de behandeldienst van Middin. Deze afdeling biedt met ruim 100 medewerkers medische, paramedische en agogische behandeling en begeleiding in de gehele organisatie. Binnen de afdeling werken verschillende vakgroepen, waaronder de vakgroep AVG. Deze vakgroep bestaat uit 7 artsen VG, 1 basisartsen en 1 arts VG in opleiding. Eens per 2 weken is er teamoverleg. Je werkt: In een enthousiast-, zelfsturend-, en specialistisch medisch team. In een team dat zeer zelfstandig werkt en elkaar weet te vinden wanneer dat nodig is. In de regio Rotterdam op verschillende locaties. Je bent een BIG- geregistreerd specialistisch verpleegkundige die affiniteit heeft met de doelgroep. Je bent gemotiveerd om kwalitatieve zorg te verlenen aan mensen met een beperking of niet-aangeboren hersenletsel. Verder heb je: Een afgeronde opleiding Master Advanced Nursing Practice en je bent geregistreerd in het Verpleegkundig Specialisten Register. Registratie AGZ en beschik je over minimaal 5 jaar werkervaring binnen de gehandicaptenzorg heb je relevante werkervaring; Ben je flexibel, proactief en in staat om zelfstandig te werken; Werk je zowel vanuit kantoor, huis als op de diverse locaties door de gehele regio; Als Verpleegkundig specialist krijg je bij Middin volop ruimte, kansen en support om jezelf te blijven ontwikkelen en door te groeien. Net als: Een salaris van € 4.077 tot € 5.926 bruto per maand (op basis van 36 uur per week, fwg 60 cao ghz). Een contract voor 24 uur per week. Een vakantietoeslag van 8% en een eindejaarsuitkering van 8,33%. Ruimte om een deel van je salaris of vrije dagen te ruilen voor iets anders, zoals extra pensioen of een nieuwe fiets of e-bike. Vragen?Heb je vragen over deze vacature? Neem dan contact op met Jasper Dankers j.dankers@middin.nl Bel of Whatsapp via +31621959146",https://medivacature.nl/vacatures/verpleegkundig-specialist/rotterdam/middin/zuid-holland/showvac/790670
Do1a007NHERSjerRAAAAAA==,Bijbaan Rotterdam Teldersweg (2-12 uur),Lidl Nederland,Rotterdam,NL,2026-05-18T00:00:00.000Z,"SamenvattingEen bijbaan bij Lidl is werk waar je energie van krijgt. Echt waar? Jep.
Ten eerste omdat je lekker gaat verdienen in een hecht team. Maar ook omdat het bij #teamlidl allemaal draait om groei en kameraadschap. We bieden afwisselend werk, een goed salaris en een mooie lijst extra benefits.
Ben je op zoek naar een (parttime) baan als weekendhulp, vakkenvuller, hulpkracht of verkoopmedewerker? Lees dan snel verder!
Wat ga je doen?Je gaat je niet vervelen! Het werk is lekker afwisselend en je wordt meteen onderdeel van een hechte, diverse club: #teamlidl! Samen knallen jullie de schappen vol en houden jullie de winkel netjes. Soms zit je met een big smile achter de kassa en soms maak je een klant niet normaal blij door te vertellen waar het vegetarische gehakt ligt. En wil je net wat meer verantwoordelijkheid? Dat kan bij de groente- en fruitafdeling of de bakkerij. Nice!
Wie ben jij?Het belangrijkste is dat je een aanpakker bent. Moet er iets gebeuren? BAM, je bent er al! En heb je nog nooit in een supermarkt gewerkt? Geeft niet, je krijgt alles van tevoren uitgelegd. Wat verder belangrijk is:

- Sowieso dat je vriendelijk en behulpzaam bent (richting klanten en je lieve collega’s)
- Je bent 16 jaar of ouder
Wat krijg jij van ons?Sowieso een bijbaan die niet SAAI is. Die collega’s waarmee je samenwerkt? Die zouden zomaar je vrienden kunnen worden. En je kunt zelf aangeven hoeveel je wilt werken. Volgende maand wat minder? Dat komt goed. Juist meer uren in je vakantie werken? Geen probleem! We betalen je voor elke minuut die je werkt. Daarnaast doen we veel leuke dingen naast werk, zoals teamuitjes en het jaarlijkse Lidl voetbaltoernooi.

Klinkt dit goed? Dan kun je makkelijk solliciteren, zonder motivatiebrief en cv. Laat je gegevens achter en geef daarbij aan waar je wilt werken (je kunt meerdere winkels opgeven). Daarna start onze Lidl game en speel jij je weg naar binnen. Als alles goed is, kun je direct beginnen met je bijbaan. Ook wanneer je alleen beschikbaar bent in het weekend of bijvoorbeeld in de avond. Daar komen we wel uit. Sowieso.

Jouw salaris als hulpkracht

Hoeveel je gaat verdienen, hangt af van je leeftijd en het aantal uren dat je werkt. Hieronder kun je zien wat jouw salaris per uur is.
• 16 jaar: € 6,98 per uur.
• 17 jaar: € 7,99 per uur.
• 18 jaar: € 9,54 per uur.
• 19 jaar: € 11,45 per uur.
• 20 jaar: € 15,27 per uur.
• 21+ jaar: € 19,08 per uur.
Dit is jouw all-in bruto loon, dus inclusief vakantietoeslag. Oja, zit je in een tussenjaar of ben je op zoek naar een bijbaan waarin je meer uur per week kunt werken? Solliciteer dan op de vacature ‘Verkoopmedewerker’.",https://www.werkenbijlidl.nl/jobs/bijbaan-rotterdam-teldersweg-2-12-uur-rotterdam-644079
plVDIEgHv0y4oc8aAAAAAA==,"Regional Field Sales Manager  - regio Rotterdam, Breda, Eindhoven",Red Bull Nederland B.V.,Rotterdam,NL,2026-05-19T00:00:00.000Z,"Ben jij een aantoonbare ondernemende leider die kansen in de markt ziet en een team weet mee te nemen in groei en performance? Heb jij een passie voor sales, horeca, nightlife en merkbeleving? Dan is dit jouw dreamjob!

Het On Premise landschap in Nederland verandert continu. Consumenten, trends en het horecalandschap ontwikkelen zich snel. Red Bull beweegt daarin mee door te focussen op merkbeleving, distributie en zichtbaarheid. Als Regional On Premise Manager (ROPM) ben je verantwoordelijk voor de implementatie van het nationale On Premise businessplan in regio Zuid-West Nederland (Rotterdam, Breda, tot Eindhoven). Je stuurt een gedreven team aan van 5 Accountmanagers Horeca, 2 Accountmanager Work & Study en rapporteert aan de Head of Field Sales. Samen zorgen jullie ervoor dat Red Bull niet alleen verkrijgbaar is, maar ook écht beleefd wordt, bijvoorbeeld via innovatieve cocktails op de kaart.

Je bent hét gezicht van Red Bull in jouw regio en werkt dagelijks aan het laten groeien van distributie, sales, executie en activatie binnen het On Premise kanaal: horeca, catering, universiteiten, events en nightlife.",https://jobs.redbull.com/nl-nl/rotterdam-regional-field-sales-manager-regio-rotterdam--ref31119n
zaB-5yk27OZG5TITAAAAAA==,Verzorgende IG,Zorgwerk B.V.,Rotterdam,NL,,"Waar kun je aan het werk?

Als Verzorgende IG heb je bij Zorgwerk enorm veel mogelijkheden om werk te vinden dat bij jou past. Zodra je bij Zorgwerk staat ingeschreven, heb je via onze unieke app de keuze uit een zeer groot aantal opdrachtgevers in de zorg. Jij kiest helemaal zelf de diensten uit die jij graag wilt werken.

Zo kan je als Verzorgende IG aan de slag in een verpleeghuis, in de thuiszorg, maar bijvoorbeeld ook in de gehandicaptenzorg of in een ziekenhuis. Zorgwerk biedt diensten en vacatures door heel Nederland, waaronder in Amsterdam, Rotterdam, Den Haag, Utrecht, Eindhoven, Groningen, maar ook in honderden andere steden. Er is altijd werk bij jou in de buurt.

Wat ga je doen?

Mensenwerk is het belangrijkste ingrediënt van zorgverlening. Elke werkdag ga je om met hulpbehoevenden. Soms word je gezien als beste vriend(in), soms als laatste strohalm. Het is daarom van enorm belang dat jij oprechte aandacht toont voor de mensen die je verzorgt.

Als Verzorgende IG hou je een vinger aan de pols bij de mensen die je verzorgt en signaleert zo nieuwe of terugkerende gezondheidsproblemen. Je moet daarnaast in staat zijn om duidelijk met andere hulpverleners te communiceren over de status en het behandelplan van een cliënt.

Om je functie als Verzorgende IG goed te kunnen vervullen, verwachten we van je dat je in staat bent om reguliere verpleegtechnische handelingen uit te voeren.

Kun je goed luisteren en hou je ervan om een praatje te maken? Dan kun je met jouw kennis en glimlach een wereld van verschil maken voor een ieder die je hulp nodig heeft. Spreekt dat je aan? Dan is dit de baan voor jou!

Wat bieden wij?

✓ Een marktconform salaris

✓ Alle vrijheid

✓ Toegang tot het Zorgwerk platform

✓ Veel afwisseling

✓ Een geweldige community

✓ Bepaal zelf waar en wanneer je werkt

✓ Keuzen uit vele mooie opdrachtgevers

Wie ben jij?

✓ Jij bent een energieke en enthousiaste Verzorgende IG met passie voor de zorg!

✓ Je hebt een cliëntgerichte en gastvrije instelling

✓ Je bent in het bezit van een diploma Verzorgende IG of vergelijkbaar

✓ Je kunt zowel zelfstandig als in teamverband werken

✓ Je hebt een signalerend en probleemoplossend vermogen

✓ Je beschikt over verantwoordelijkheidsgevoel

✓ Je hebt een proactieve houding

✓ Je hebt goede kennis van de Nederlandse taal in woord en geschrift",https://www.zorgwerk.nl/huishoudelijke-hulp-vacatures-rotterdam
6I5AES_GLjruhZulAAAAAA==,Medewerker Projectbeheersing Gebiedsontwikkeling,Gemeente Rotterdam,Rotterdam,NL,2026-05-14T00:00:00.000Z,"Rotterdam groeit. Wijken worden getransformeerd, nieuwe gebieden ontwikkeld en grote projecten geven de stad vorm. Als Medewerker Projectbeheersing Gebiedsontwikkeling ben jij de financiële spil die ervoor zorgt dat die projecten ook financieel op koers blijven. Wil jij bijdragen aan de toekomst van Rotterdam? Dan zoeken wij jou.


Je werkt binnen de afdeling Gebiedsexploitatie van het cluster Stadsontwikkeling — een afdeling die het college, opdrachtgevers en interne partners adviseert over ruimtelijk-economische vraagstukken. De afdeling maakt gebiedsontwikkelingen mogelijk die bijdragen aan de goede groei van Rotterdam: voor wonen, werken, buitenruimte en maatschappelijke voorzieningen. De afdeling bestaat uit vier vakteams: Gronduitgifte, Planeconomie, Kwaliteit/Beheersing/Verantwoording en Verwerving/Voorkeursrecht/Onteigening. Jij maakt deel uit van het team Kwaliteit, Beheersing en Verantwoording, samen met zo’n 16 directe collega’s.
Gebiedsexploitatie opereert in een politiek-bestuurlijk complexe omgeving met grote maatschappelijke, financiële en juridische impact. Jij bent de financieel deskundige die projecten beheersbaar houdt en collega’s voorziet van scherpe inzichten. Je werkzaamheden bestaan onder andere uit:• Verzorgen van een actuele en betrouwbare projectadministratie
• Brede financiële advisering, sturing, planning en rapportage rondom ruimtelijke projecten
• Adviseren over financiële constructies, projectbeheersing en subsidiebeheer
• Zorgdragen voor interne en externe afstemming met betrokken partijen
• Opstellen van voortgangsrapportages en eindverantwoording bij subsidies en SiSa-dossiers
Je belandt in een enthousiast team waar je veel ruimte krijgt om binnen de gestelde kaders je eigen aanpak te ontwikkelen. Je werkt intensief samen met collega’s binnen én buiten de afdeling en combineert een stevige, klantgerichte houding met oog voor financiële beheersbaarheid. Je ziet waar processen slimmer kunnen en pakt dat proactief op. Planmatig werken, signaleren en doorpakken: dat is precies waar jij energie van krijgt.
Wij leren je graag kennen als jij…• Beschikt over HBO-werk- en denkniveau
• Ervaring hebt met financiële projectadministraties
• Ervaring hebt met gebiedsontwikkeling, subsidiebeheer en projectcontrol (pré)
• Makkelijk contact legt met collega’s en partners
• Leergierig bent en houdt van afwisseling in je werk
Hier werk je aan projecten die een blijvend stempel drukken op Rotterdam. Je krijgt ruimte en verantwoordelijkheid om echt iets neer te zetten — en daar horen passende arbeidsvoorwaarden bij:

Je ontvangt een salaris dat past bij je ervaring, je kwaliteiten en de rol die je gaat vervullen. Met een maximum van € 5.554,- bruto (schaal 10) per maand bij een 36-urige werkweek.
En verder goede arbeidsvoorwaarden, o.a.:• Een 36-urige werkweek met flexibele werktijden.
• Een ABP-keuzepensioen.
• Reiskostenvergoeding, waarbij we reizen per openbaar vervoer stimuleren.
• Uitstekende verlofregelingen.
• Een aantrekkelijk opleidingsprogramma.
• Een individueel keuzebudget van 17,05%. Aan jou de keuze wat je met dit budget doet.
Vakantiegeld? Een keer per jaar laten uitbetalen? Extra verlofuren? Het kan allemaal! Stel je inhoudelijke vragen of richt je sollicitatie aan Marc Tilburg, teamleider Kwaliteit, Beheersing en Verantwoording, via 06-44802350.
Heb je vragen over de sollicitatieprocedure? Neem dan contact op met Michael Lange, Adviseur Werving & Selectie, via m.lange@rotterdam.nl.

Reageren na de reactietermijn? Dan word je niet meer meegenomen in de selectieprocedure. Voorafgaand aan een arbeidsvoorwaardengesprek kunnen referenties worden ingewonnen.
Bij Gemeente Rotterdam hechten we veel waarde aan integriteit, diversiteit en gelijke kansen.
Jij bent de financiële spil die ervoor zorgt dat projecten ook financieel op koers blijven.Contact
• Michael Lange
• Adviseur Werving & Selectie
• m.lange@rotterdam.nl
•",https://www.werkenvoorrotterdam.nl/vacatures/medewerker-projectbeheersing-gebiedsontwikkeling-22263
V-G8HUV2XYV6-ohEAAAAAA==,Winkelmedewerker oproepkracht,Rituals,Rotterdam,NL,,"Als onze nieuwe winkelmedewerker draait alles bij jou om klantbeleving. Elke Rituals-klant is uniek. Met jouw skills en kennis, begeleid en adviseer je iedereen naar de juiste producten die aan hun behoeften voldoen.

Andere verantwoordelijkheden zijn:

nauw samenwerken met jouw team, de store manager en assistent store manager om jouw eigen doelen en die van de winkel te bereiken;

de connectie maken met onze klanten en zorgen voor een 'Best in Class' en betekenisvolle winkelervaring;

ervoor zorgen dat de winkel altijd spic en span is volgens onze bedrijfsnormen, zodat onze producten volgens onze visual merchandising richtlijnen van Rituals worden gepresenteerd;

het volgen van veiligheidsprocedures in de winkel.

In ruil daarvoor krijg je de kans om met ons mee te groeien en een expert te worden in onze rituelen, producten en behandelingen, en krijg je volop kansen om jouw kennis en (retail)vaardigheden uit te breiden via ons uitgebreide trainingsprogramma.",https://careers.rituals.com/nl-NL/jobs/winkelmedewerker-oproepkracht/3fb7a3e8-5682-4c2a-8385-48def0e2f116/
FUEM8uqih3AcOVsTAAAAAA==,Locatiemedewerker Utrecht,Timing,Utrecht,NL,2026-05-22T00:00:00.000Z,"• Ben jij op zoek naar een actieve vakantiebaan waarbij je een positieve impact kunt maken? Als Locatiemedewerker bij ASN Utrecht werk je van 27 juli tot en met 7 augustus, van maandag tot en met vrijdag, elke dag van 07:00 tot 16:00 uur. Je speelt een cruciale rol in het soepel laten verlopen van het recycleproces op kantoor en stimuleert medewerkers om duurzaam te handelen. Dit is jouw kans om werkervaring op te doen en tegelijkertijd bij te dragen aan een beter milieu.
Je begint je dag met het controleren en netjes houden van de recyclepunten. Je haalt gescheiden afval op, verwerkt het en ondersteunt collega's bij afvalscheiding. Je spreekt medewerkers vriendelijk aan indien nodig en zorgt ervoor dat alles schoon en netjes blijft. Zie je verbeterpunten? Dan bespreek je die direct met je leidinggevende. Je werkt zelfstandig, maar bent altijd in contact met collega's en kantoormedewerkers.
Dit vakantiewerk is ideaal voor wie actief bezig wil zijn, van afwisseling houdt en graag bijdraagt aan een betere wereld. Je werkt in een gezellige omgeving, ontvangt een goed salaris en leert hoe afvalscheiding in de praktijk werkt. Solliciteer snel en maak impact!",https://www.timing.nl/vacature/locatiemedewerker-utrecht/utrecht?id=publications-45459-B
